date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:51:48	183635/183635	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2013:01:40%20GMT	https://bracketweb.com/trevlo-html/index-5-one-page.html	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/index-5-one-page.html	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:51:53	104538/104538	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/home-1.jpg	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/home-1.jpg	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:51:56	119870/119870	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2013:01:40%20GMT	https://bracketweb.com/trevlo-html/index-one-page.html	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/index-one-page.html	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:01	131247/131247	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/home-2.jpg	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/home-2.jpg	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:05	160731/160731	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2013:01:40%20GMT	https://bracketweb.com/trevlo-html/index-2.html	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/index-2.html	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:09	147445/147445	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2013:01:40%20GMT	https://bracketweb.com/trevlo-html/index-2-one-page.html	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/index-2-one-page.html	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:13	138879/138879	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2013:01:40%20GMT	https://bracketweb.com/trevlo-html/index-3.html	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/index-3.html	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:13	107433/107433	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/home-3.jpg	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/home-3.jpg	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:14	125469/125469	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2013:01:40%20GMT	https://bracketweb.com/trevlo-html/index-3-one-page.html	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/index-3-one-page.html	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:18	133343/133343	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2013:01:40%20GMT	https://bracketweb.com/trevlo-html/index-dark.html	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/index-dark.html	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:18	105435/105435	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/home-dark.jpg	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/home-dark.jpg	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:22	133267/133267	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2013:01:40%20GMT	https://bracketweb.com/trevlo-html/index-boxed.html	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/index-boxed.html	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:22	110402/110402	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/home-boxed.jpg	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/home-boxed.jpg	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:27	133435/133435	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2013:01:40%20GMT	https://bracketweb.com/trevlo-html/index-rtl.html	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/index-rtl.html	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:27	103775/103775	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/home-rtl.jpg	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/home-rtl.jpg	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:31	1363/1363	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:40%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-1.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-1.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:32	544/544	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-2.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-2.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:33	1101/1101	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-3.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-3.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:33	1038/1038	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-4.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-4.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:34	974/974	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-5.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-5.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:34	2343/2343	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-6.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-6.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:37	1803/1803	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-7.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-7.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:38	3134/3134	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-8.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-8.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:39	2365/2365	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-9.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-9.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:39	1574/1574	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-10.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-10.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:39	2768/2768	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-11.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-11.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:40	1807/1807	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-12.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-12.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:40	2606/2606	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-13.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-13.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:40	2445/2445	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-14.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-14.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:41	2484/2484	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-15.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-15.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:41	2553/2553	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-16.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/feature-i-1-16.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:42	40518/40518	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/images/landing/footer-bg-1-1.png	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/images/landing/footer-bg-1-1.png	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:45	87464/87464	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/jquery/jquery-3.7.0.min.js	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/jquery/jquery-3.7.0.min.js	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:45	80427/80427	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:46	6300/6300	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/wow/wow.js	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/wow/wow.js	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:47	626/626	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2013:01:36%20GMT	https://bracketweb.com/trevlo-html/assets/js/trevlo-landing.js	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/js/trevlo-landing.js	(from https://bracketweb.com/trevlo-html/demo-landing.html)
22:52:51	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:52:51	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot?	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:52:55	78460/78460	---M--	200	added ('OK')	font/woff2	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:53:00	92136/92136	---M--	200	added ('OK')	font/woff	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:53:00	136516/136516	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:53:04	751262/751262	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.svg	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-brands-400.svg	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:53:08	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.eot	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.eot	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:53:12	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.eot?	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:53:15	13548/13548	---M--	200	added ('OK')	font/woff2	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:53:20	16772/16772	---M--	200	added ('OK')	font/woff	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.woff	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.woff	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:53:24	34052/34052	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:53:29	145515/145515	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.svg	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-regular-400.svg	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
22:53:33	204814/204814	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2027%20Feb%202024%2012:47:42%20GMT	https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-solid-900.eot	C:/Users/pramu/OneDrive/Desktop/travel/new/bracketweb.com/trevlo-html/assets/vendors/fontawesome/webfonts/fa-solid-900.eot	(from https://bracketweb.com/trevlo-html/assets/vendors/fontawesome/css/all.min.css)
